item_id,item_name,item_brand,item_variant,item_category,item_price,item_quantity,item_revenue,item_location_id,item_list_id,item_list_name,item_list_position,promotion_name,therapist_name,license_type,primary_modality,primary_specialty,session_rate,weekly_open_slots,accepting_new_clients,location_id
9197029,Google Austin Campus Zip Hoodie,Google,MD,,58,1,,(not set),(not set),(not set),7,(not set),"Ethan Martinez, LMFT",LMFT,EMDR,Life Transitions,220,1,TRUE,NY-NYC
9197029,Google Austin Campus Zip Hoodie,Google,LG,Home/Campus Collection/,58,1,,(not set),(not set),Not available in demo dataset,7,Complete Your Collection,"Ethan Martinez, LMFT",LMFT,IFS,Stress & Burnout,220,1,TRUE,NY-NYC
9197029,Google Austin Campus Zip Hoodie,Google,SM,Home/Campus Collection/,58,1,,(not set),10282608090,Not available in demo dataset,7,(not set),"Ethan Martinez, LMFT",LMFT,Solution-Focused,Stress & Burnout,220,1,TRUE,NY-NYC
9197029,Google Austin Campus Zip Hoodie,Google,XL,Home/Campus Collection/,58,1,,(not set),(not set),(not set),7,(not set),"Ethan Martinez, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,NY-NYC
9197033,Android Pocket Onesie White,Android,18/24 MONTHS,Apparel,18,1,18,(not set),(not set),(not set),(not set),,"Hiro Martinez, LCSW",LCSW,IFS,Anxiety,150,1,TRUE,Telehealth-US
9197035,Android Pocket Toddler Tee White,Android,3T,Apparel,18,1,18,(not set),(not set),(not set),(not set),,"Leila Garcia, LCSW",LCSW,CBT,Anxiety,150,1,TRUE,CA-LA
9197038,Google Toddler Hero Tee Black,Google,Choose Size,Home/Apparel/,24,1,,(not set),74251253223,Not available in demo dataset,6,(not set),"Luis Martinez, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-LA
9197038,Google Toddler Hero Tee Black,Google,3T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,9,(not set),"Luis Martinez, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,CA-LA
9197038,Google Toddler Hero Tee Black,Google,5/6T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,9,Complete Your Collection,"Luis Martinez, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
9197038,Google Toddler Hero Tee Black,Google,4T,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,8,(not set),"Luis Martinez, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,CA-LA
9197038,Google Toddler Hero Tee Black,Google,2T,Home/Sale/,24,1,,(not set),(not set),(not set),2,Reach New Heights,"Luis Martinez, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,CA-LA
9197039,Google Toddler Hero Tee Black,Google,2T,Apparel,13,1,13,(not set),(not set),(not set),(not set),Not available in demo dataset,"Aiko Tanaka, LMFT",LMFT,Psychodynamic,Anxiety,150,1,TRUE,Telehealth-US
9197040,Google Toddler Hero Tee Black,Google,3T,Apparel,13,1,13,(not set),(not set),(not set),(not set),,"Sofia Lee, LMFT",LMFT,CBT,Anxiety,150,1,TRUE,Telehealth-US
9197041,Google Toddler Hero Tee Black,Google,4T,Apparel,13,1,17,(not set),(not set),(not set),(not set),Not available in demo dataset,"Yuki Martinez, LMFT",LMFT,Psychodynamic,Anxiety,150,1,TRUE,NY-NYC
9197042,Google Toddler Hero Tee Black,Google,5/6T,Apparel,13,1,13,(not set),(not set),(not set),(not set),(not set),"Rina Moore, LMFT",LMFT,IFS,Anxiety,150,1,TRUE,CA-BayArea
9197329,#IamRemarkable Pen,,Single Option Only,Writing Instruments,17,1,17,(not set),(not set),Not available in demo dataset,(not set),,"Hiro Miller, LPC",LPC,Mindfulness-based,Stress & Burnout,150,1,TRUE,CA-BayArea
9197329,#IamRemarkable Pen,,,Home/Stationery/Writing/,17,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Hiro Miller, LPC",LPC,CBT,Stress & Burnout,150,1,TRUE,CA-BayArea
9197342,Google Boulder Campus Unisex Tee,Google,XL,Home/Campus Collection/,25,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Yuki Lopez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9197342,Google Boulder Campus Unisex Tee,Google,MD,Home/Campus Collection/,25,1,,(not set),71802306802,(not set),6,Google Mural Collection,"Yuki Lopez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9197342,Google Boulder Campus Unisex Tee,Google,LG,Home/Campus Collection/,25,2,,(not set),(not set),(not set),6,Reach New Heights,"Yuki Lopez, LMFT",LMFT,IFS,Stress & Burnout,180,2,TRUE,CA-BayArea
9197343,Google Boulder Campus Ladies Tee,Google,LG,Home/Campus Collection/,25,1,,(not set),(not set),(not set),7,Reach New Heights,"Ethan Brown, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,NY-NYC
9197344,Google Boulder Campus Zip Hoodie,Google,XL,,58,1,,(not set),(not set),(not set),8,Reach New Heights,"Ava Sato, LMFT",LMFT,EMDR,Relationship Issues,220,1,TRUE,WA-Seattle
9197344,Google Boulder Campus Zip Hoodie,Google,Choose Size,,58,1,,(not set),(not set),(not set),8,(not set),"Ava Sato, LMFT",LMFT,ACT,Relationship Issues,220,1,TRUE,WA-Seattle
9197344,Google Boulder Campus Zip Hoodie,Google,LG,Home/Campus Collection/,58,1,,(not set),(not set),(not set),8,(not set),"Ava Sato, LMFT",LMFT,IFS,Stress & Burnout,220,1,TRUE,WA-Seattle
9197344,Google Boulder Campus Zip Hoodie,Google,MD,Home/Sale/,58,1,,(not set),46730787414,Not available in demo dataset,8,Google Mural Collection,"Ava Sato, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,WA-Seattle
9197345,Google Boulder Campus Unisex Tee,Google,XS,Clearance,14,1,14,(not set),(not set),(not set),(not set),(not set),"Yuki Jackson, LMFT",LMFT,EMDR,Depression,150,1,TRUE,NY-NYC
9197346,Google Boulder Campus Unisex Tee,Google,SM,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Chloe Martinez, LMFT",LMFT,Solution-Focused,Depression,150,1,TRUE,NY-NYC
9197347,Google Boulder Campus Unisex Tee,Google,MD,Clearance,14,1,14,(not set),(not set),(not set),(not set),Not available in demo dataset,"Marcus Sato, LMFT",LMFT,EMDR,Depression,150,1,TRUE,CA-BayArea
9197348,Google Boulder Campus Unisex Tee,Google,LG,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Maya Hernandez, LMFT",LMFT,IFS,Depression,150,1,TRUE,CA-LA
9197351,Google Boulder Campus Unisex Tee,Google,3XL,Campus Collection,14,1,14,(not set),(not set),(not set),(not set),(not set),"Ava Davis, LMFT",LMFT,ACT,Grief,150,1,TRUE,CA-BayArea
9197352,Google Boulder Campus Zip Hoodie,Google,XS,Clearance,32,1,32,(not set),(not set),(not set),(not set),,"Priya Lee, LMFT",LMFT,EMDR,Depression,180,1,TRUE,Telehealth-US
9197354,Google Boulder Campus Zip Hoodie,Google,MD,Clearance,32,1,32,(not set),(not set),(not set),(not set),Not available in demo dataset,"Marcus Moore, LMFT",LMFT,EMDR,Depression,180,1,TRUE,WA-Seattle
9197355,Google Boulder Campus Zip Hoodie,Google,LG,Clearance,41,1,32,(not set),(not set),(not set),(not set),(not set),"Ethan Tanaka, LMFT",LMFT,IFS,Depression,220,1,TRUE,WA-Seattle
9197356,Google Boulder Campus Zip Hoodie,Google,XL,Clearance,32,1,32,(not set),(not set),Not available in demo dataset,(not set),Complete Your Collection,"Daniel Thomas, LMFT",LMFT,EMDR,Depression,180,1,TRUE,NY-NYC
9197357,Google Boulder Campus Zip Hoodie,Google,2XL,Clearance,32,1,32,(not set),(not set),Not available in demo dataset,(not set),Reach New Heights,"Omar Thomas, LMFT",LMFT,CBT,Depression,180,1,TRUE,Telehealth-US
9197359,Google Boulder Campus Ladies Tee,Google,SM,Clearance,14,1,14,(not set),(not set),(not set),(not set),(not set),"Rina Thomas, LMFT",LMFT,Solution-Focused,Depression,150,1,TRUE,CA-BayArea
9197360,Google Boulder Campus Ladies Tee,Google,MD,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),(not set),"Maya Martinez, LMFT",LMFT,EMDR,Depression,150,1,TRUE,Telehealth-US
9197361,Google Boulder Campus Ladies Tee,Google,LG,Clearance,18,1,14,(not set),(not set),Not available in demo dataset,(not set),(not set),"Maya Lopez, LMFT",LMFT,IFS,Depression,150,1,TRUE,CA-BayArea
9197363,Google Boulder Campus Ladies Tee,Google,2XL,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Noah Hernandez, LMFT",LMFT,CBT,Depression,150,1,TRUE,NY-NYC
9197364,Google Boulder Campus Tote,Google,,,11,1,,(not set),(not set),(not set),5,Reach New Heights,"Yuki Davis, LMFT",LMFT,CBT,Trauma/PTSD,150,1,TRUE,Telehealth-US
9197364,Google Boulder Campus Tote,Google,Single Option Only,Campus Collection,6,1,6,(not set),(not set),Not available in demo dataset,(not set),Not available in demo dataset,"Yuki Davis, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,Telehealth-US
9197365,Google Boulder Campus Lapel Pin,Google,Single Option Only,Campus Collection,3,1,4,(not set),(not set),Not available in demo dataset,(not set),(not set),"Ava Wilson, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,Telehealth-US
9197366,Google Boulder Campus Sticker,Google,Single Option Only,Campus Collection,1,1,1,(not set),(not set),Not available in demo dataset,(not set),,"Sara Martinez, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,WA-Seattle
9197366,Google Boulder Campus Sticker,Google,,Home/Campus Collection/,2,1,,(not set),(not set),(not set),3,Reach New Heights,"Sara Martinez, LMFT",LMFT,ACT,Stress & Burnout,120,1,TRUE,WA-Seattle
9197367,Google Boulder Campus Bottle,Google,Single Option Only,Campus Collection,11,1,11,(not set),(not set),(not set),(not set),Not available in demo dataset,"Leila Moore, LMFT",LMFT,Mindfulness-based,Grief,150,1,TRUE,NY-NYC
9197367,Google Boulder Campus Bottle,Google,,Home/Sale/,20,1,,(not set),24982869579,(not set),3,Google Mural Collection,"Leila Moore, LMFT",LMFT,DBT,Stress & Burnout,150,1,TRUE,NY-NYC
9197368,Google Boulder Campus Mug,Google,Single Option Only,Campus Collection,7,1,7,(not set),(not set),Not available in demo dataset,(not set),Not available in demo dataset,"Leila Davis, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,NY-NYC
9197368,Google Boulder Campus Mug,Google,,Home/Sale/,12,2,,(not set),(not set),Not available in demo dataset,4,Reach New Heights,"Leila Davis, LMFT",LMFT,DBT,Stress & Burnout,150,2,TRUE,NY-NYC
9197369,Google Infant Hero Tee Olive,Google,Choose Size,Home/Apparel/Kids/,25,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Aiko Thomas, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,Telehealth-US
9197369,Google Infant Hero Tee Olive,Google,,Home/Apparel/Kids/,25,,,(not set),(not set),Not available in demo dataset,1,Reach New Heights,"Aiko Thomas, LMFT",LMFT,DBT,Stress & Burnout,180,0,FALSE,Telehealth-US
9197369,Google Infant Hero Tee Olive,Google,18/24 MONTHS,Home/Apparel/Kids/,25,1,,(not set),69420886984,Not available in demo dataset,3,(not set),"Aiko Thomas, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,Telehealth-US
9197369,Google Infant Hero Tee Olive,Google,12/18 MONTHS,Home/Apparel/Kids/,25,1,,(not set),(not set),Not available in demo dataset,7,(not set),"Aiko Thomas, LMFT",LMFT,Mindfulness-based,Stress & Burnout,180,1,TRUE,Telehealth-US
9197369,Google Infant Hero Tee Olive,Google,6/12 MONTHS,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,4,Reach New Heights,"Aiko Thomas, LMFT",LMFT,DBT,Stress & Burnout,180,1,TRUE,Telehealth-US
9197369,Google Infant Hero Tee Olive,Google,3/6 MONTHS,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,4,Reach New Heights,"Aiko Thomas, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
9197370,Google Infant Hero Tee Olive,Google,3/6 MONTHS,Apparel,14,1,14,(not set),(not set),(not set),(not set),,"Maya Tanaka, LMFT",LMFT,CBT,Anxiety,150,1,TRUE,CA-BayArea
9197371,Google Infant Hero Tee Olive,Google,6/12 MONTHS,Apparel,14,1,14,(not set),(not set),(not set),(not set),,"Aiko Sato, LMFT",LMFT,DBT,Anxiety,150,1,TRUE,WA-Seattle
9197372,Google Infant Hero Tee Olive,Google,12/18 MONTHS,Apparel,14,1,14,(not set),(not set),(not set),(not set),,"Hiro Jackson, LMFT",LMFT,Mindfulness-based,Anxiety,150,1,TRUE,Telehealth-US
9197373,Google Infant Hero Tee Olive,Google,18/24 MONTHS,Apparel,14,1,14,(not set),(not set),Not available in demo dataset,(not set),(not set),"Chloe Jackson, LMFT",LMFT,IFS,Anxiety,150,1,TRUE,WA-Seattle
9197374,Google LA Campus Unisex Tee,Google,SM,Home/Campus Collection/,25,1,,(not set),(not set),(not set),6,(not set),"Maya Martinez, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,WA-Seattle
9197374,Google LA Campus Unisex Tee,Google,XL,Home/Campus Collection/,25,1,,(not set),59250409835,(not set),6,,"Maya Martinez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
9197374,Google LA Campus Unisex Tee,Google,2XL,Home/Campus Collection/,25,1,,(not set),(not set),(not set),6,Complete Your Collection,"Maya Martinez, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,WA-Seattle
9197374,Google LA Campus Unisex Tee,Google,MD,Home/Campus Collection/,25,1,,(not set),59250409835,(not set),6,(not set),"Maya Martinez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,WA-Seattle
9197374,Google LA Campus Unisex Tee,Google,Choose Size,Home/Sale/,25,1,,(not set),(not set),(not set),6,(not set),"Maya Martinez, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,WA-Seattle
9197374,Google LA Campus Unisex Tee,Google,LG,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Maya Martinez, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,WA-Seattle
9197375,Google LA Campus Ladies Tee,Google,SM,Home/Campus Collection/,25,1,,(not set),(not set),(not set),7,Complete Your Collection,"Kenji Anderson, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-BayArea
9197375,Google LA Campus Ladies Tee,Google,LG,Home/Campus Collection/,25,1,,(not set),10376149352,Not available in demo dataset,7,,"Kenji Anderson, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-BayArea
9197375,Google LA Campus Ladies Tee,Google,MD,Home/Campus Collection/,25,1,,(not set),10376149352,Not available in demo dataset,7,,"Kenji Anderson, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9197376,Google LA Campus Zip Hoodie,Google,LG,Home/Campus Collection/,58,1,,(not set),22060403296,(not set),8,,"Omar Kim, LMFT",LMFT,IFS,Stress & Burnout,220,1,TRUE,Telehealth-US
9197376,Google LA Campus Zip Hoodie,Google,MD,Home/Campus Collection/,58,1,,(not set),(not set),Not available in demo dataset,8,(not set),"Omar Kim, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,Telehealth-US
9197376,Google LA Campus Zip Hoodie,Google,XS,Home/Campus Collection/,58,1,,(not set),22060403296,(not set),8,Act Responsible,"Omar Kim, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,Telehealth-US
9197376,Google LA Campus Zip Hoodie,Google,XL,Home/Campus Collection/,58,1,,(not set),(not set),(not set),8,(not set),"Omar Kim, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,Telehealth-US
9197376,Google LA Campus Zip Hoodie,Google,SM,Home/Campus Collection/,58,1,,(not set),22060403296,Not available in demo dataset,8,(not set),"Omar Kim, LMFT",LMFT,Solution-Focused,Stress & Burnout,220,1,TRUE,Telehealth-US
9197379,Google LA Campus Unisex Tee,Google,MD,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),Reach New Heights,"Emily Kim, LMFT",LMFT,EMDR,Depression,150,1,TRUE,Telehealth-US
9197380,Google LA Campus Unisex Tee,Google,LG,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),(not set),"Ava Davis, LMFT",LMFT,IFS,Depression,150,1,TRUE,Telehealth-US
9197381,Google LA Campus Unisex Tee,Google,XL,Clearance,14,1,14,(not set),(not set),(not set),(not set),Not available in demo dataset,"Hiro Miller, LMFT",LMFT,EMDR,Depression,150,1,TRUE,CA-LA
9197382,Google LA Campus Unisex Tee,Google,2XL,Clearance,18,1,18,(not set),(not set),Not available in demo dataset,(not set),(not set),"Luis Patel, LMFT",LMFT,CBT,Depression,150,1,TRUE,WA-Seattle
9197383,Google LA Campus Unisex Tee,Google,3XL,Clearance,14,1,14,(not set),(not set),(not set),(not set),Not available in demo dataset,"Sara Thomas, LMFT",LMFT,ACT,Depression,150,1,TRUE,CA-BayArea
9197384,Google LA Campus Zip Hoodie,Google,XS,Clearance,32,1,32,(not set),(not set),(not set),(not set),Not available in demo dataset,"Jun Kim, LMFT",LMFT,EMDR,Depression,180,1,TRUE,NY-NYC
9197385,Google LA Campus Zip Hoodie,Google,SM,Clearance,32,1,32,(not set),(not set),(not set),(not set),(not set),"Priya Garcia, LMFT",LMFT,Solution-Focused,Depression,180,1,TRUE,Telehealth-US
9197386,Google LA Campus Zip Hoodie,Google,MD,Clearance,32,1,32,(not set),(not set),Not available in demo dataset,(not set),,"Priya Garcia, LMFT",LMFT,EMDR,Depression,180,1,TRUE,CA-LA
9197387,Google LA Campus Zip Hoodie,Google,LG,Clearance,41,1,41,(not set),(not set),Not available in demo dataset,(not set),(not set),"Priya Tanaka, LMFT",LMFT,IFS,Depression,220,1,TRUE,CA-BayArea
9197388,Google LA Campus Zip Hoodie,Google,XL,Clearance,32,1,32,(not set),(not set),Not available in demo dataset,(not set),(not set),"Priya Garcia, LMFT",LMFT,EMDR,Depression,180,1,TRUE,CA-LA
9197391,Google LA Campus Ladies Tee,Google,SM,Clearance,18,1,18,(not set),(not set),Not available in demo dataset,(not set),Complete Your Collection,"Leila Brown, LMFT",LMFT,Solution-Focused,Depression,150,1,TRUE,CA-BayArea
9197392,Google LA Campus Ladies Tee,Google,MD,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),(not set),"Daniel Hernandez, LMFT",LMFT,EMDR,Depression,150,1,TRUE,NY-NYC
9197393,Google LA Campus Ladies Tee,Google,LG,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),Not available in demo dataset,"Hiro Thomas, LMFT",LMFT,IFS,Depression,150,1,TRUE,NY-NYC
9197395,Google LA Campus Ladies Tee,Google,2XL,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),Not available in demo dataset,"Yuki Martinez, LMFT",LMFT,CBT,Depression,150,1,TRUE,NY-NYC
9197396,Google LA Campus Tote,Google,Single Option Only,Campus Collection,8,1,8,(not set),(not set),Not available in demo dataset,(not set),(not set),"Yuki Davis, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,WA-Seattle
9197396,Google LA Campus Tote,Google,,Home/Sale/,11,1,,(not set),86154077814,Not available in demo dataset,5,(not set),"Yuki Davis, LMFT",LMFT,DBT,Stress & Burnout,150,1,TRUE,WA-Seattle
9197397,Google LA Campus Lapel Pin,Google,Single Option Only,Campus Collection,3,1,3,(not set),(not set),Not available in demo dataset,(not set),(not set),"Ethan Wilson, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,WA-Seattle
9197397,Google LA Campus Lapel Pin,Google,,Home/Campus Collection/,6,1,,(not set),(not set),(not set),2,(not set),"Ethan Wilson, LMFT",LMFT,IFS,Stress & Burnout,120,1,TRUE,WA-Seattle
9197398,Google LA Campus Sticker,Google,Single Option Only,Campus Collection,1,1,1,(not set),(not set),Not available in demo dataset,(not set),,"Maya Anderson, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,CA-LA
9197398,Google LA Campus Sticker,Google,,Home/Campus Collection/,2,1,,(not set),(not set),(not set),3,Reach New Heights,"Maya Anderson, LMFT",LMFT,Mindfulness-based,Stress & Burnout,120,1,TRUE,CA-LA
9197399,Google LA Campus Bottle,Google,Single Option Only,Campus Collection,11,1,11,(not set),(not set),(not set),(not set),,"Daniel Martinez, LMFT",LMFT,Mindfulness-based,Grief,150,1,TRUE,WA-Seattle
9197399,Google LA Campus Bottle,Google,,Home/Campus Collection/,20,1,,(not set),(not set),Not available in demo dataset,4,(not set),"Daniel Martinez, LMFT",LMFT,Mindfulness-based,Stress & Burnout,150,1,TRUE,WA-Seattle
9197400,Google LA Campus Mug,Google,,,12,1,,(not set),(not set),(not set),6,(not set),"Omar Garcia, LMFT",LMFT,DBT,Depression,150,1,TRUE,Telehealth-US
9197400,Google LA Campus Mug,Google,Single Option Only,Campus Collection,7,1,7,(not set),(not set),Not available in demo dataset,(not set),,"Omar Garcia, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,Telehealth-US
9197401,Google SF Campus Unisex Tee,Google,2XL,Home/Campus Collection/,25,1,,(not set),(not set),Not available in demo dataset,4,Complete Your Collection,"Luis Martinez, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,MD,Home/Campus Collection/,25,1,,(not set),(not set),(not set),4,(not set),"Luis Martinez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,LG,Home/Campus Collection/,25,1,,(not set),(not set),(not set),4,(not set),"Luis Martinez, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,3XL,Home/Campus Collection/,25,1,,(not set),(not set),(not set),4,(not set),"Luis Martinez, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,XS,Home/Campus Collection/,25,1,,(not set),(not set),(not set),4,(not set),"Luis Martinez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,XL,Home/Campus Collection/,25,1,,(not set),(not set),Not available in demo dataset,4,(not set),"Luis Martinez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,SM,Home/Campus Collection/,25,1,,(not set),22885118696,Not available in demo dataset,4,Reach New Heights,"Luis Martinez, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,NY-NYC
9197401,Google SF Campus Unisex Tee,Google,Choose Size,Home/Campus Collection/,25,1,,(not set),(not set),(not set),4,(not set),"Luis Martinez, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,NY-NYC
9197402,Google SF Campus Ladies Tee,Google,SM,Home/Campus Collection/,25,1,,(not set),59936733525,Not available in demo dataset,5,(not set),"Noah Lee, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-LA
9197402,Google SF Campus Ladies Tee,Google,MD,Home/Campus Collection/,25,1,,(not set),(not set),(not set),5,(not set),"Noah Lee, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9197402,Google SF Campus Ladies Tee,Google,LG,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,5,(not set),"Noah Lee, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
9197402,Google SF Campus Ladies Tee,Google,XL,Home/Sale/,25,1,,(not set),(not set),(not set),5,(not set),"Noah Lee, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9197403,Google SF Campus Zip Hoodie,Google,SM,,58,1,,(not set),(not set),Not available in demo dataset,11,Act Responsible,"Sofia Lopez, LMFT",LMFT,Solution-Focused,Relationship Issues,220,1,TRUE,CA-BayArea
9197403,Google SF Campus Zip Hoodie,Google,LG,,58,1,,(not set),(not set),Not available in demo dataset,11,Act Responsible,"Sofia Lopez, LMFT",LMFT,IFS,Relationship Issues,220,1,TRUE,CA-BayArea
9197403,Google SF Campus Zip Hoodie,Google,MD,Home/Campus Collection/,58,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Sofia Lopez, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,CA-BayArea
9197403,Google SF Campus Zip Hoodie,Google,Choose Size,Home/Campus Collection/,58,1,,(not set),(not set),(not set),3,(not set),"Sofia Lopez, LMFT",LMFT,ACT,Stress & Burnout,220,1,TRUE,CA-BayArea
9197403,Google SF Campus Zip Hoodie,Google,XL,Home/Sale/,58,1,,(not set),(not set),(not set),5,(not set),"Sofia Lopez, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,CA-BayArea
9197403,Google SF Campus Zip Hoodie,Google,XS,Home/Sale/,58,1,,(not set),(not set),(not set),6,(not set),"Sofia Lopez, LMFT",LMFT,EMDR,Stress & Burnout,220,1,TRUE,CA-BayArea
9197404,Google SF Campus Unisex Tee,Google,XS,Clearance,18,1,18,(not set),(not set),Not available in demo dataset,(not set),(not set),"Jun Thomas, LMFT",LMFT,EMDR,Depression,150,1,TRUE,NY-NYC
9197405,Google SF Campus Unisex Tee,Google,SM,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Kenji Tanaka, LMFT",LMFT,Solution-Focused,Depression,150,1,TRUE,CA-BayArea
9197406,Google SF Campus Unisex Tee,Google,MD,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Leila Johnson, LMFT",LMFT,EMDR,Depression,150,1,TRUE,CA-LA
9197411,Google SF Campus Zip Hoodie,Google,XS,Clearance,32,1,,(not set),(not set),Not available in demo dataset,(not set),(not set),"Daniel Moore, LMFT",LMFT,EMDR,Depression,180,1,TRUE,Telehealth-US
9197412,Google SF Campus Zip Hoodie,Google,SM,Clearance,32,1,32,(not set),(not set),Not available in demo dataset,(not set),Reach New Heights,"Noah Hernandez, LMFT",LMFT,Solution-Focused,Depression,180,1,TRUE,CA-BayArea
9197413,Google SF Campus Zip Hoodie,Google,MD,Clearance,32,1,32,(not set),(not set),(not set),(not set),,"Sofia Moore, LMFT",LMFT,EMDR,Depression,180,1,TRUE,WA-Seattle
9197414,Google SF Campus Zip Hoodie,Google,LG,Clearance,32,1,32,(not set),(not set),(not set),(not set),,"Luis Sato, LMFT",LMFT,IFS,Depression,180,1,TRUE,Telehealth-US
9197415,Google SF Campus Zip Hoodie,Google,XL,Clearance,41,1,32,(not set),(not set),Not available in demo dataset,(not set),(not set),"Daniel Sato, LMFT",LMFT,EMDR,Depression,220,1,TRUE,CA-BayArea
9197419,Google SF Campus Ladies Tee,Google,MD,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Aiko Nguyen, LMFT",LMFT,EMDR,Depression,150,1,TRUE,Telehealth-US
9197420,Google SF Campus Ladies Tee,Google,LG,Clearance,14,1,14,(not set),(not set),Not available in demo dataset,(not set),(not set),"Luis Hernandez, LMFT",LMFT,IFS,Depression,150,1,TRUE,CA-BayArea
9197422,Google SF Campus Ladies Tee,Google,2XL,Clearance,14,1,14,(not set),(not set),(not set),(not set),,"Noah Lee, LMFT",LMFT,CBT,Depression,150,1,TRUE,CA-LA
9197423,Google SF Campus Tote,Google,Single Option Only,Campus Collection,6,1,6,(not set),(not set),Not available in demo dataset,(not set),(not set),"Ethan Brown, LMFT",LMFT,Mindfulness-based,Grief,120,1,TRUE,CA-BayArea
